Traffic_Volume
199.98282442748092
141.57919847328245
100.91221374045801
90.14026717557252
98.81011450381679
136.87786259541986
252.8416030534351
370.69465648854964
402.02862595419845
389.037213740458
385.4828244274809
407.33874045801525
428.1192748091603
443.27862595419845
487.32442748091603
512.8788167938932
522.1450381679389
518.7748091603054
491.87213740458014
440.1479007633588
382.82347328244276
330.8291984732824
293.3167938931298
249.8425572519084
